"Client Nr","Query Number","Execution time","Error"
1,1,90,0
1,2,42,0
1,3,36,0
1,4,34,0
1,5,35,0
1,6,37,0
1,7,35,0
1,8,35,0
1,9,36,0
1,10,36,0
1,11,36,0
1,12,34,0
1,13,35,0
1,14,35,0
1,15,34,0
1,16,34,0
1,17,35,0
1,18,37,0
1,19,36,0
1,20,32,0
1,21,33,0
1,22,32,0
1,23,31,0
1,24,34,0
1,25,32,0
1,26,34,0
1,27,33,0
1,28,35,0
1,29,34,0
1,30,34,0
1,31,32,0
1,32,34,0
1,33,31,0
1,34,34,0
1,35,33,0
1,36,31,0
1,37,29,0
1,38,32,0
1,39,32,0
1,40,34,0
1,41,37,0
1,42,34,0
1,43,31,0
1,44,34,0
1,45,33,0
1,46,31,0
1,47,31,0
1,48,34,0
1,49,31,0
1,50,34,0
1,51,37,0
1,52,34,0
1,53,30,0
1,54,34,0
1,55,33,0
1,56,33,0
1,57,34,0
1,58,35,0
1,59,32,0
1,60,35,0
1,61,34,0
1,62,34,0
1,63,38,0
1,64,33,0
1,65,31,0
1,66,30,0
1,67,32,0
1,68,31,0
1,69,32,0
1,70,32,0
1,71,30,0
1,72,32,0
1,73,31,0
1,74,32,0
1,75,33,0
1,76,33,0
1,77,31,0
1,78,34,0
1,79,33,0
1,80,31,0
1,81,31,0
1,82,30,0
1,83,34,0
1,84,39,0
1,85,34,0
1,86,33,0
1,87,33,0
1,88,35,0
1,89,33,0
1,90,31,0
1,91,33,0
1,92,32,0
1,93,29,0
1,94,32,0
1,95,32,0
1,96,31,0
1,97,31,0
1,98,31,0
1,99,32,0
1,100,33,0
1,101,30,0
1,102,31,0
1,103,33,0
1,104,33,0
1,105,30,0
1,106,31,0
1,107,33,0
1,108,30,0
1,109,34,0
1,110,32,0
1,111,34,0
1,112,32,0
1,113,32,0
1,114,31,0
1,115,31,0
1,116,32,0
1,117,30,0
1,118,31,0
1,119,31,0
1,120,32,0
1,121,32,0
1,122,29,0
1,123,32,0
1,124,35,0
1,125,30,0
1,126,35,0
1,127,31,0
1,128,34,0
1,129,31,0
1,130,38,0
1,131,32,0
1,132,34,0
1,133,29,0
1,134,37,0
1,135,31,0
1,136,31,0
1,137,33,0
1,138,32,0
1,139,34,0
1,140,30,0
1,141,30,0
1,142,32,0
1,143,31,0
1,144,34,0
1,145,29,0
1,146,29,0
1,147,30,0
1,148,30,0
1,149,31,0
1,150,32,0
1,151,35,0
1,152,31,0
1,153,29,0
1,154,32,0
1,155,31,0
1,156,31,0
1,157,32,0
1,158,31,0
1,159,34,0
1,160,32,0
1,161,33,0
1,162,31,0
1,163,30,0
1,164,38,0
1,165,33,0
1,166,30,0
1,167,36,0
1,168,30,0
1,169,37,0
1,170,37,0
1,171,34,0
1,172,32,0
1,173,33,0
1,174,33,0
1,175,31,0
1,176,32,0
1,177,33,0
1,178,31,0
1,179,30,0
1,180,34,0
1,181,34,0
1,182,32,0
1,183,36,0
1,184,32,0
1,185,35,0
1,186,30,0
1,187,30,0
1,188,30,0
1,189,31,0
1,190,31,0
1,191,31,0
1,192,36,0
1,193,33,0
1,194,32,0
1,195,30,0
1,196,35,0
1,197,30,0
1,198,33,0
1,199,31,0
1,200,30,0
1,201,31,0
1,202,30,0
1,203,31,0
1,204,33,0
1,205,32,0
1,206,32,0
1,207,29,0
1,208,33,0
1,209,33,0
1,210,33,0
1,211,30,0
1,212,34,0
1,213,31,0
1,214,31,0
1,215,30,0
1,216,32,0
1,217,32,0
1,218,35,0
1,219,31,0
1,220,32,0
1,221,36,0
1,222,31,0
1,223,32,0
1,224,32,0
1,225,32,0
1,226,31,0
1,227,29,0
1,228,31,0
1,229,30,0
1,230,31,0
1,231,29,0
1,232,29,0
1,233,33,0
1,234,31,0
1,235,36,0
1,236,31,0
1,237,31,0
1,238,30,0
1,239,31,0
1,240,34,0
1,241,30,0
1,242,33,0
1,243,30,0
1,244,30,0
1,245,30,0
1,246,31,0
1,247,31,0
1,248,33,0
1,249,30,0
1,250,29,0
1,251,29,0
1,252,31,0
1,253,31,0
1,254,33,0
